code,name,valumn,percent
90459,貴研鉑業,1076008,0.31%
90460,士蘭微,7103242,0.56%
90466,藍光發展,18206285,0.61%
90467,好當家,159100,0.01%
90468,百利電氣,494278,0.06%
90469,風神股份,300,0.00%
90470,六國化工,800,0.00%
90477,杭蕭鋼構,4849413,0.29%
90478,科力遠,95692,0.00%
90479,千金藥業,551004,0.15%
90480,凌雲股份,428093,0.11%
90481,雙良節能,2126974,0.13%
90482,中國動力,8648963,0.95%
90483,福能股份,2295256,0.18%
90485,信威集團,3830715,0.21%
90486,揚農化工,4443900,1.43%
90487,亨通光電,21389444,1.14%
90488,天藥股份,963430,0.10%
90489,中金黃金,13631360,0.39%
90490,鵬欣資源,1477542,0.09%
90491,龍元建設,5461836,0.57%
90495,晉西車軸,1614308,0.13%
90496,精工鋼構,2413886,0.15%
90497,馳宏鋅鍺,30118739,0.69%
90498,烽火通信,8439161,0.81%
90499,科達潔能,5980600,0.42%
90500,中化國際,4101130,0.19%
90501,航天晨光,719481,0.17%
90502,安徽水利,1219722,0.13%
90503,華麗家族,10081071,0.62%
90507,方大特鋼,9539522,0.71%
90508,上海能源,100,0.00%
90509,天富能源,1891313,0.20%
90510,黑牡丹,1032488,0.12%
90511,國藥股份,9505715,3.42%
90513,聯環藥業,109561,0.03%
90516,方大炭素,24399303,1.41%
90517,置信電氣,1772230,0.14%
90518,康美藥業,32316744,0.73%
90519,貴州茅台,90465347,7.20%
90521,華海藥業,19639620,1.59%
90522,中天科技,15650706,0.57%
90523,貴航股份,9520,0.00%
90525,長園集團,11000801,0.87%
90526,菲達環保,2668168,0.48%
90527,江南高纖,4162934,0.34%
90528,中鐵工業,4717051,0.25%
90531,豫光金鉛,1125525,0.10%
90532,宏達礦業,60411,0.01%
90535,天士力,62061749,4.10%
90536,中國軟件,8848998,1.78%
90537,億晶光電,1327556,0.11%
90545,卓郎智能,798563,0.11%
90546,山煤國際,156699,0.00%
90547,山東黃金,11162649,0.76%
90548,深高速,10013770,0.69%
90549,廈門鎢業,9510302,0.67%
90551,時代出版,1236209,0.24%
90552,凱盛科技,2217284,0.29%
90557,康緣藥業,4000352,0.66%
90559,老白干酒,2890156,0.58%
90561,江西長運,19900,0.00%
90562,國睿科技,1375982,0.22%
90563,法拉電子,685215,0.30%
90565,迪馬股份,2021257,0.08%
90566,濟川藥業,6597969,0.81%
90567,山鷹紙業,159271513,3.48%
90568,中珠醫療,7508979,0.44%
90570,恆生電子,7326389,1.18%
90571,信雅達,1096986,0.25%
90572,康恩貝,10011468,0.39%
90577,精達股份,1429647,0.07%
90578,京能電力,8496348,0.15%
90580,臥龍電氣,2818158,0.25%
90582,天地科技,12702166,0.30%
90583,海油工程,17938083,0.40%
90584,長電科技,32574953,3.30%
90585,海螺水泥,347210299,8.68%
90586,金晶科技,3544701,0.24%
90587,新華醫療,2789553,0.69%
90588,用友網絡,7755942,0.41%
90589,廣東榕泰,101,0.00%
90594,益佰製藥,2641253,0.33%
90596,新安股份,4490692,0.65%
90597,光明乳業,3157608,0.25%
90598,北大荒,2245439,0.12%
90600,青島啤酒,4834636,0.69%
90601,方正科技,2252523,0.10%
90604,市北高新,90,0.00%
90606,綠地控股,70971582,0.58%
90611,大眾交通,2809010,0.17%
90612,老鳳祥,2541327,0.80%
90613,神奇製藥,437605,0.09%
90614,鵬起科技,12793853,0.99%
90616,金楓酒業,5035,0.00%
90617,國新能源,3230518,0.35%
90618,氯鹼化工,4941,0.00%
90620,天宸股份,6195,0.00%
90621,華鑫股份,825461,0.15%
90622,光大嘉寶,2028,0.00%
90623,華誼集團,1264275,0.13%
90624,復旦復華,187303,0.02%
90626,申達股份,599228,0.08%
90628,新世界,352257,0.06%
90629,華建集團,34132,0.00%
90633,浙數文化,2237504,0.17%
90634,*ST富控,27723,0.00%
90635,大眾公用,1942228,0.08%
90636,三愛富,60346,0.01%
90637,東方明珠,17280135,0.65%
90638,新黃浦,556477,0.08%
90639,浦東金橋,647705,0.09%
90640,號百控股,527214,0.08%
90641,萬業企業,8946157,1.10%
90642,申能股份,81260288,1.78%
90643,愛建集團,22844666,1.59%
90645,中源協和,1547584,0.40%
90648,外高橋,1213701,0.12%
90649,城投控股,10843813,0.44%
90650,錦江投資,803927,0.20%
90651,飛樂音響,963430,0.09%
90654,ST中安,548738,0.07%
90655,豫園股份,4208920,0.29%
90657,信達地產,16797711,1.10%
90658,電子城,23891,0.00%
90660,福耀玻璃,304640612,15.20%
90661,新南洋,1421085,0.54%
90662,強生控股,708490,0.06%
90663,陸家嘴,3628812,0.14%
90664,哈藥股份,11191798,0.44%
90666,奧瑞德,2332512,0.29%
90667,太極實業,22656125,1.90%
90668,尖峰集團,4280941,1.24%
90673,東陽光科,6041206,0.24%
90674,川投能源,72878320,1.65%
90675,中華企業,488185,0.02%
90676,交運股份,1222634,0.12%
90677,航天通信,17800,0.00%
90682,南京新百,7542719,0.86%
90684,珠江實業,5879664,0.68%
90685,中船防務,1673814,0.20%
90686,金龍汽車,127816,0.02%
90687,剛泰控股,1814784,0.16%
90688,上海石化,22502546,0.30%
90690,青島海爾,439616036,7.20%
90693,東百集團,4089883,0.45%
90694,大商股份,3130928,1.06%
90697,歐亞集團,2109488,1.35%
90699,均勝電子,10333615,1.08%
90703,三安光電,85849066,2.10%
90704,物產中大,20883738,1.56%
90705,中航資本,63137229,0.82%
90708,光明地產,7784995,0.60%
90711,盛屯礦業,4455909,0.29%
90715,文投控股,1182838,0.26%
90716,鳳凰股份,860441,0.09%
90717,天津港,1827965,0.10%
90718,東軟集團,16933450,1.36%
90720,祁連山,2073382,0.26%
90723,首商股份,100,0.00%
90724,寧波富達,6783,0.00%
90729,重慶百貨,20874233,5.13%
90730,中國高科,195251,0.03%
90736,蘇州高新,11767382,0.98%
90737,中糧糖業,33438037,1.62%
90739,遼寧成大,10015443,0.65%
90741,華域汽車,190454486,6.64%
90742,一汽富維,1877811,0.36%
90743,華遠地產,7294093,0.31%
90747,ST大控,12900,0.00%
90748,上實發展,6772330,0.48%
90750,江中藥業,3509037,0.83%
90754,錦江股份,4321393,0.66%
90755,廈門國貿,3146797,0.17%
90756,浪潮軟件,1293479,0.39%
90757,長江傳媒,1265242,0.10%
90758,紅陽能源,1737557,0.25%
90759,洲際油氣,111829,0.00%
90760,中航沈飛,1740110,0.50%
90761,安徽合力,6803465,0.91%
90763,通策醫療,2576905,0.80%
90765,中航重機,4094598,0.52%
90770,綜藝股份,189916,0.01%
90773,西藏城投,470145,0.06%
90775,南京熊貓,1201358,0.17%
90776,東方通信,1950766,0.20%
90778,*ST友好,54100,0.01%
90779,水井坊,61090733,12.50%
90780,通寶能源,1192996,0.10%
90782,新鋼股份,50158590,1.79%
90783,魯信創投,337774,0.04%
90784,魯銀投資,99121,0.01%
90785,新華百貨,501,0.00%
90787,中儲股份,43774763,2.35%
90790,輕紡城,1637983,0.11%
90794,保稅科技,540138,0.04%
90795,國電電力,85239819,0.43%
90797,浙大網新,95300,0.01%
90801,華新水泥,26530765,2.72%
90802,福建水泥,144795,0.03%
90803,新奧股份,2508798,0.20%
90804,鵬博士,41730396,2.91%
90805,悅達投資,529940,0.06%
90807,*ST天業,323012,0.04%
90808,馬鋼股份,153424868,2.57%
90809,山西汾酒,3685762,0.42%
90811,東方集團,4797829,0.14%
90814,杭州解百,4716663,0.65%
90816,安信信托,31483760,0.67%
90818,中路股份,2063312,0.86%
90820,隧道股份,14300198,0.45%
90823,世茂股份,35795997,0.95%
90824,益民集團,5063955,0.48%
90825,新華傳媒,1502650,0.14%
90826,蘭生股份,585087,0.13%
90827,百聯股份,5535064,0.35%
90828,茂業商業,3316947,0.51%
90829,人民同泰,1173109,0.20%
90830,香溢融通,1091209,0.24%
90831,廣電網絡,489922,0.08%
90833,第一醫藥,27900,0.01%
90835,上海機電,2981116,0.36%
90837,海通證券,75013814,0.92%
90838,上海九百,420371,0.10%
90839,四川長虹,3582599,0.07%
90845,寶信軟件,45869,0.00%
90846,同濟科技,2470732,0.39%
90850,華東電腦,1607120,0.38%
90856,中天能源,4945637,0.43%
90858,銀座股份,96632,0.01%
90859,王府井,28860575,9.45%
90860,京城股份,761173,0.23%
90862,中航高科,1294369,0.16%
90863,內蒙華電,11789510,0.20%
90864,哈投股份,1115906,0.07%
90867,通化東寶,147306768,7.46%
90869,智慧能源,1182869,0.05%
90871,石化油服,854066,0.00%
90872,中炬高新,16485325,2.06%
90873,梅花生物,2562316,0.08%
90874,創業環保,1129298,0.10%
90875,東方電氣,3893868,0.19%
90876,洛陽玻璃,467926,0.17%
90879,航天電子,7628365,0.31%
90880,博瑞傳播,951325,0.12%
90881,亞泰集團,6892269,0.21%
90882,廣澤股份,400,0.00%
90884,杉杉股份,9710409,1.18%
90885,宏發股份,50369326,6.76%
90886,國投電力,61554446,0.90%
90887,伊利股份,713670267,11.82%
90888,新疆眾和,1145549,0.13%
90891,秋林集團,46302,0.01%
90893,航發動力,12214765,0.62%
90894,廣日股份,989736,0.11%
90895,張江高科,5979995,0.38%
90897,廈門空港,3329832,1.11%
90900,長江電力,1189354766,10.33%
90909,華安證券,8612905,0.31%
90917,重慶燃氣,222243,0.01%
90919,江蘇銀行,40072538,0.66%
90926,杭州銀行,15335209,0.73%
90933,愛柯迪,22300,0.01%
90958,東方證券,31809371,0.61%
90959,江蘇有線,2275404,0.05%
90963,岳陽林紙,482817,0.04%
90965,福成股份,655030,0.08%
90967,內蒙一機,2790970,0.29%
90970,中材國際,3599082,0.21%
90971,恆源煤電,4363138,0.43%
90973,寶勝股份,2925014,0.32%
90975,新五豐,482129,0.07%
90976,健民集團,71900,0.04%
90977,中國電影,5144520,0.91%
90978,宜華生活,10227139,0.68%
90979,廣安愛眾,30909,0.00%
90981,匯鴻集團,668078,0.27%
90983,惠而浦,7200,0.00%
90985,雷鳴科化,89,0.00%
90986,科達股份,1067719,0.14%
90987,航民股份,3598719,0.56%
90988,赤峰黃金,2984930,0.20%
90990,四創電子,425135,0.31%
90993,馬應龍,3639875,0.84%
90995,文山電力,163911,0.03%
90996,貴廣網絡,76176,0.02%
90997,開灤股份,161808,0.01%
90998,九州通,15581180,0.93%
90999,招商證券,21560052,0.43%
91000,唐山港,20988563,0.37%
91001,大同煤業,11193272,0.66%
91002,晉億實業,1302110,0.16%
91003,柳鋼股份,23871420,0.93%
91005,*ST重鋼,23970621,0.28%
91006,大秦鐵路,609271015,4.09%
91009,南京銀行,124459685,1.46%
91010,文峰股份,2067923,0.11%
91012,隆基股份,43988549,1.59%
91015,陝西黑貓,430274,0.04%
91016,節能風電,11917928,0.28%
91018,寧波港,32332853,0.25%
91019,山東出版,339300,0.12%
91020,華鈺礦業,1801964,0.63%
91021,春秋航空,19332932,2.41%
91038,一拖股份,3212834,0.54%
91058,賽輪金宇,20348229,0.90%
91066,中信建投,27000,0.00%
91069,西部黃金,211837,0.03%
91088,中國神華,72256759,0.43%
91098,中南傳媒,110946020,6.17%
91099,太平洋,36362663,0.56%
91100,恆立液壓,4151910,0.47%
91101,昊華能源,407534,0.03%
91106,中國一重,1196845,0.01%
91107,四川成渝,6218479,0.28%
91108,財通證券,1204217,0.33%
91111,中國國航,70720461,0.74%
91116,三江購物,760395,0.18%
91117,中國化學,95146335,1.92%
91118,海南橡膠,7140045,0.18%
91126,四方股份,1679262,0.20%
91127,小康股份,500192,0.27%
91128,常熟銀行,8336249,0.83%
91139,深圳燃氣,17038278,0.60%
91155,新城控股,8726970,1.21%
91158,重慶水務,5001225,0.10%
91163,三角輪胎,202879,0.07%
91166,興業銀行,223326236,1.17%
91168,西部礦業,10303346,0.43%
91169,北京銀行,194566464,1.06%
91179,中國西電,4255840,0.08%
91186,中國鐵建,58305401,0.50%
91198,東興證券,6732673,0.24%
91199,江南水務,567578,0.06%
91200,上海環境,1687515,0.25%
91208,東材科技,195587,0.03%
91211,國泰君安,62577626,0.83%
91212,白銀有色,2902044,0.14%
91216,君正集團,18989434,0.22%
91218,吉鑫科技,2694023,0.27%
91222,林洋能源,1868826,0.10%
91225,陝西煤業,80692900,0.80%
91226,華電重工,1667974,0.14%
91228,廣州港,7438725,0.51%
91229,上海銀行,115467609,2.22%
91231,環旭電子,10393731,0.47%
91233,桐昆股份,21040983,1.24%
91238,廣汽集團,8347319,0.13%
91258,龐大集團,2252334,0.03%
91288,農業銀行,858062424,0.29%
91311,駱駝股份,8132017,0.95%
91318,中國平安,601939738,5.55%
91326,秦港股份,469600,0.08%
91328,交通銀行,332522093,0.84%
91330,綠色動力,18200,0.01%
91333,廣深鐵路,108891449,1.92%
91336,新華保險,13958413,0.66%
91339,百隆東方,14514115,0.96%
91360,三六零,1734609,0.43%
91368,綠城水務,470245,0.06%
91369,陝鼓動力,2295312,0.14%
91375,中原證券,4775362,0.26%
91377,興業證券,28565930,0.42%
91388,怡球資源,380,0.00%
91390,中國中鐵,70161052,0.37%
91398,工商銀行,817367641,0.30%
91515,東風股份,9010812,0.81%
91555,東吳證券,12989632,0.44%
91566,九牧王,250494,0.04%
91567,三星醫療,2325500,0.16%
91588,北辰實業,12108814,0.45%
91595,上海電影,174196,0.16%
91600,中國鋁業,57424185,0.52%
91601,中國太保,59921201,0.95%
91607,上海醫藥,14107834,0.73%
91608,中信重工,2605622,0.06%
91611,中國核建,4488672,0.46%
91618,中國中冶,56397711,0.31%
91628,中國人壽,26771969,0.12%
91633,長城汽車,25609142,0.42%
91636,旗濱集團,33049906,1.28%
91666,平煤股份,17421586,0.73%
91668,中國建築,390311789,0.93%
91669,中國電建,39675857,0.35%
91678,濱化股份,6795487,0.44%
91688,華泰證券,56796216,1.04%
91689,拓普集團,8343557,3.41%
91699,潞安環能,20756306,0.69%
91700,風範股份,1190632,0.10%
91717,鄭煤機,21455177,1.44%
91718,際華集團,11181723,0.25%
91727,上海電氣,10418136,0.10%
91766,中國中車,114201571,0.49%
91777,力帆股份,2150037,0.17%
91788,光大證券,17772767,0.45%
91789,寧波建工,721660,0.07%
91798,*ST藍科,25342,0.00%
91799,星宇股份,5375529,1.94%
91800,中國交建,28449492,0.24%
91801,皖新傳媒,1051208,0.05%
91808,中海油服,4369464,0.14%
91811,新華文軒,635788,0.31%
91818,光大銀行,260083714,0.65%
91828,美凱龍,1951812,0.61%
91838,成都銀行,1794635,0.49%
91857,中國石油,153520093,0.09%
91858,中國科傳,311145,0.16%
91866,中遠海發,16929099,0.21%
91872,招商輪船,680345,0.01%
91877,正泰電器,15681065,0.90%
91878,浙商證券,3873811,0.32%
91880,大連港,2402964,0.03%
91881,中國銀河,8816637,0.71%
91886,江河集團,833283,0.07%
91888,中國國旅,194846056,9.97%
91890,亞星錨鏈,195653,0.02%
91898,中煤能源,12002216,0.13%
91899,紫金礦業,110998120,0.65%
91901,方正證券,1312559208,15.94%
91908,京運通,3924270,0.19%
91918,新集能源,269714,0.01%
91919,中遠海控,33406175,0.43%
91928,鳳凰傳媒,2654149,0.10%
91929,吉視傳媒,1422377,0.04%
91933,永輝超市,109729554,1.34%
91939,建設銀行,411922417,4.29%
91958,金鉬股份,5072010,0.15%
91965,中國汽研,25840,0.00%
91966,玲瓏輪胎,708064,0.17%
91968,寶鋼包裝,85285,0.01%
91969,海南礦業,577368,0.02%
91985,中國核電,38596459,0.24%
91988,中國銀行,610506664,0.28%
91989,中國重工,62241056,0.33%
91991,大唐發電,10887100,0.10%
91992,金隅集團,35161763,0.43%
91996,豐林集團,6955856,0.73%
91997,貴陽銀行,7590320,0.61%
91998,中信銀行,89499806,0.28%
93000,人民網,2839139,0.25%
93001,奧康國際,34,0.00%
93005,晶方科技,119801,0.06%
93007,花王股份,60900,0.03%
93008,喜臨門,654213,0.20%
93009,北特科技,250,0.00%
93019,中科曙光,2336558,0.36%
93025,大豪科技,756227,0.12%
93056,德邦股份,1161438,1.16%
93060,國檢集團,168100,0.26%
93077,和邦生物,27566094,0.31%
93080,新疆火炬,1488,0.00%
93098,森特股份,5273,0.00%
93103,橫店影視,163094,0.30%
93106,恆銀金融,1920,0.00%
93108,潤達醫療,4362787,0.85%
93111,康尼機電,2874537,0.38%
93113,金能科技,163300,0.04%
93116,紅蜻蜓,131810,0.02%
93118,共進股份,386961,0.04%
93126,中材節能,490747,0.08%
93128,華貿物流,2573655,0.26%
93157,拉夏貝爾,81700,0.14%
93160,匯頂科技,3766505,1.64%
93165,榮晟環保,103094,0.23%
93167,渤海輪渡,76597,0.01%
93168,莎普愛思,300649,0.10%
93169,蘭石重裝,956434,0.09%
93180,金牌廚櫃,196385,1.06%
93188,亞邦股份,853652,0.14%
93198,迎駕貢酒,610045,0.07%
93225,新鳳鳴,1098411,0.92%
93228,景旺電子,280323,0.34%
93233,大參林,1473155,2.29%
93239,浙江仙通,164115,0.18%
93258,電魂網絡,93725,0.14%
93260,合盛矽業,289139,0.41%
93288,海天味業,130653036,4.84%
93298,杭叉集團,189819,0.11%
93300,華鐵科技,391900,0.09%
93305,旭昇股份,429479,0.67%
93306,華懋科技,941078,0.34%
93308,應流股份,252899,0.06%
93328,依頓電子,2839912,0.28%
93337,傑克股份,105810,0.13%
93338,浙江鼎力,8761270,3.85%
93339,四方冷鏈,41676,0.07%
93355,萊克電氣,808424,0.20%
93357,設計總院,9357,0.00%
93358,華達科技,47952,0.04%
93363,傲農生物,52300,0.08%
93366,日出東方,16800,0.00%
93368,柳藥股份,4690222,2.29%
93369,今世緣,4997902,0.39%
93387,基蛋生物,72315,0.07%
93399,吉翔股份,2800,0.00%
93421,鼎信通訊,37099,0.08%
93444,吉比特,56051,0.13%
93508,思維列控,119867,0.18%
93515,歐普照明,10126910,10.33%
93517,絕味食品,527212,0.32%
93528,多倫科技,15749,0.00%
93533,掌閱科技,49889,0.12%
93555,貴人鳥,296493,0.04%
93556,海興電力,397163,0.23%
93567,珍寶島,307387,0.03%
93568,偉明環保,1144162,0.16%
93569,長久物流,184702,0.23%
93579,榮泰健康,38967,0.07%
93585,蘇利股份,244690,0.45%
93588,高能環境,2274336,0.34%
93589,口子窖,10346752,1.72%
93595,東尼電子,12138,0.03%
93599,廣信股份,451704,0.12%
93600,永藝股份,151592,0.06%
93603,博天環境,6900,0.00%
93609,禾豐牧業,2488141,0.29%
93612,索通發展,36238,0.02%
93616,韓建河山,86,0.00%
93618,杭電股份,128979,0.01%
93619,中曼石油,1128,0.00%
93626,科森科技,45211,0.02%
93628,清源股份,146276,0.16%
93639,海利爾,272746,0.50%
93658,安圖生物,5135787,3.76%
93659,璞泰來,201312,0.31%
93660,蘇州科達,71780,0.03%
93669,靈康藥業,286018,0.07%
93686,龍馬環衛,299217,0.11%
93698,航天工程,471346,0.11%
93699,紐威股份,476260,0.06%
93707,健友股份,46902,0.01%
93711,香飄飄,15409,0.03%
93727,博邁科,5746,0.00%
93728,鳴志電器,2344987,1.33%
93730,岱美股份,55764,0.06%
93737,三棵樹,201619,0.47%
93757,大元泵業,57510,0.16%
93766,隆鑫通用,2992805,0.14%
93776,永安行,16300,0.04%
93777,來伊份,13635,0.01%
93798,康普頓,77132,0.09%
93799,華友鈷業,6707242,0.81%
93803,瑞斯康達,4890,0.00%
93806,福斯特,1310524,0.25%
93816,顧家家居,18329221,20.57%
