code,name,valumn,percent
90340,華夏幸福,19401535,0.65%
90343,航天動力,1326445,0.20%
90345,長江通信,932600,0.47%
90346,恆力股份,4281276,0.46%
90348,陽泉煤業,33342086,1.38%
90350,山東高速,20037733,0.41%
90351,亞寶藥業,807541,0.11%
90352,浙江龍盛,25454360,0.78%
90353,旭光股份,2000,0.00%
90362,江西銅業,7790667,0.37%
90363,聯創光電,851485,0.19%
90366,寧波韻升,3279060,0.33%
90369,西南證券,8390764,0.14%
90372,中航電子,2593741,0.14%
90373,中文傳媒,3593378,0.26%
90375,華菱星馬,308701,0.05%
90376,首開股份,4369366,0.17%
90377,寧滬高速,38207603,1.00%
90378,天科股份,2881,0.00%
90380,健康元,5707780,0.36%
90381,青海春天,1670,0.00%
90382,廣東明珠,4600,0.00%
90383,金地集團,32598810,0.72%
90386,北巴傳媒,506652,0.06%
90387,海越股份,1017569,0.26%
90388,龍淨環保,1966386,0.18%
90389,江山股份,19600,0.00%
90391,航發科技,1403633,0.42%
90392,盛和資源,101424,0.00%
90393,粵泰股份,12560039,1.27%
90395,盤江股份,5355359,0.32%
90396,金山股份,221650,0.01%
90397,*ST安煤,562483,0.05%
90398,海瀾之家,57585594,1.28%
90399,*ST撫鋼,1231708,0.10%
90400,紅豆股份,2046165,0.08%
90403,大有能源,85459,0.00%
90405,動力源,184090,0.03%
90406,國電南瑞,110685318,5.01%
90409,三友化工,4562105,0.22%
90410,華勝天成,1764497,0.16%
90415,小商品城,11325429,0.20%
90416,湘電股份,2379444,0.26%
90418,江淮汽車,1902614,0.10%
90420,現代製藥,6326736,1.09%
90422,昆藥集團,961434,0.14%
90425,青松建化,87887,0.00%
90426,華魯恆升,11993799,0.74%
90428,中遠海特,1505272,0.08%
90433,冠豪高新,723247,0.05%
90435,北方導航,4354855,0.29%
90436,片仔？,7521336,1.24%
90438,通威股份,24435412,0.87%
90439,瑞貝卡,19733576,1.74%
90446,金證股份,3924759,0.47%
90449,寧夏建材,651839,0.13%
90452,涪陵電力,283972,0.12%
90458,時代新材,772323,0.11%
90459,貴研鉑業,1066818,0.31%
90460,士蘭微,7282290,0.58%
90466,藍光發展,20367478,0.68%
90467,好當家,159100,0.01%
90468,百利電氣,494278,0.06%
90469,風神股份,300,0.00%
90470,六國化工,800,0.00%
90477,杭蕭鋼構,4364013,0.26%
90478,科力遠,95692,0.00%
90479,千金藥業,551004,0.15%
90480,凌雲股份,428093,0.11%
90481,雙良節能,2126974,0.13%
90482,中國動力,8622414,0.94%
90483,福能股份,2214736,0.17%
90485,信威集團,3830715,0.21%
90486,揚農化工,4509015,1.45%
90487,亨通光電,21042813,1.13%
90488,天藥股份,963430,0.10%
90489,中金黃金,13516360,0.39%
90490,鵬欣資源,1477542,0.09%
90491,龍元建設,5841036,0.61%
90495,晉西車軸,1323008,0.10%
90496,精工鋼構,2413886,0.15%
90497,馳宏鋅鍺,28942308,0.67%
90498,烽火通信,8646356,0.83%
90499,科達潔能,5387652,0.38%
90500,中化國際,3803152,0.18%
90501,航天晨光,719481,0.17%
90502,安徽水利,1226898,0.13%
90503,華麗家族,10038371,0.62%
90507,方大特鋼,9219624,0.69%
90508,上海能源,100,0.00%
90509,天富能源,1891313,0.20%
90510,黑牡丹,1032488,0.12%
90511,國藥股份,9005413,3.24%
90513,聯環藥業,109561,0.03%
90516,方大炭素,22631702,1.31%
90517,置信電氣,1913490,0.15%
90518,康美藥業,31607433,0.71%
90519,貴州茅台,90481448,7.20%
90521,華海藥業,19074160,1.54%
90522,中天科技,15710470,0.57%
90523,貴航股份,9520,0.00%
90525,長園集團,13538381,1.07%
90526,菲達環保,2588113,0.47%
90527,江南高纖,4162934,0.34%
90528,中鐵工業,4460951,0.24%
90531,豫光金鉛,854525,0.07%
90532,宏達礦業,60411,0.01%
90535,天士力,62345041,4.12%
90536,中國軟件,8554692,1.72%
90537,億晶光電,1327556,0.11%
90545,卓郎智能,749968,0.11%
90546,山煤國際,156699,0.00%
90547,山東黃金,11257649,0.77%
90548,深高速,10196576,0.71%
90549,廈門鎢業,9626708,0.68%
90551,時代出版,1229918,0.24%
90552,凱盛科技,2217284,0.29%
90557,康緣藥業,3751968,0.62%
90559,老白干酒,2902216,0.59%
90561,江西長運,19900,0.00%
90562,國睿科技,1397829,0.23%
90563,法拉電子,743741,0.33%
90565,迪馬股份,2025357,0.08%
90566,濟川藥業,6607523,0.81%
90567,山鷹紙業,161525231,3.53%
90568,中珠醫療,7005479,0.41%
90570,恆生電子,7077589,1.14%
90571,信雅達,1096986,0.25%
90572,康恩貝,9903506,0.39%
90577,精達股份,1271847,0.06%
90578,京能電力,8539948,0.16%
90580,臥龍電氣,3919388,0.35%
90582,天地科技,11610401,0.28%
90583,海油工程,17804483,0.40%
90584,長電科技,32758453,3.32%
90585,海螺水泥,347886794,8.69%
90586,金晶科技,3544701,0.24%
90587,新華醫療,2671253,0.66%
90588,用友網絡,8367796,0.44%
90589,廣東榕泰,101,0.00%
90594,益佰製藥,2231553,0.28%
90596,新安股份,4085282,0.59%
90597,光明乳業,3076051,0.25%
90598,北大荒,2546539,0.14%
90600,青島啤酒,6046174,0.86%
90601,方正科技,2252523,0.10%
90604,市北高新,90,0.00%
90606,綠地控股,70163223,0.57%
90611,大眾交通,2882647,0.18%
90612,老鳳祥,2499627,0.78%
90613,神奇製藥,437605,0.09%
90614,鵬起科技,12512953,0.96%
90616,金楓酒業,5035,0.00%
90617,國新能源,3230518,0.35%
90618,氯鹼化工,4941,0.00%
90620,天宸股份,6195,0.00%
90621,華鑫股份,825461,0.15%
90622,光大嘉寶,2028,0.00%
90623,華誼集團,1000832,0.10%
90624,復旦復華,187303,0.02%
90626,申達股份,540244,0.07%
90628,新世界,352257,0.06%
90629,華建集團,34132,0.00%
90633,浙數文化,2071662,0.16%
90634,*ST富控,27723,0.00%
90635,大眾公用,2242328,0.09%
90636,三愛富,60346,0.01%
90637,東方明珠,17101802,0.65%
90638,新黃浦,556477,0.08%
90639,浦東金橋,647705,0.09%
90640,號百控股,527214,0.08%
90641,萬業企業,8946157,1.10%
90642,申能股份,81631789,1.79%
90643,愛建集團,22653875,1.57%
90645,中源協和,1547584,0.40%
90648,外高橋,1094163,0.11%
90649,城投控股,11389818,0.47%
90650,錦江投資,803927,0.20%
90651,飛樂音響,963430,0.09%
90654,ST中安,548738,0.07%
90655,豫園股份,4410510,0.30%
90657,信達地產,16198922,1.06%
90658,電子城,23891,0.00%
90660,福耀玻璃,303988623,15.17%
90661,新南洋,1350615,0.52%
90662,強生控股,708490,0.06%
90663,陸家嘴,3659572,0.14%
90664,哈藥股份,10336977,0.41%
90666,奧瑞德,2332512,0.29%
90667,太極實業,22718125,1.90%
90668,尖峰集團,4145769,1.20%
90673,東陽光科,5979006,0.24%
90674,川投能源,73057606,1.65%
90675,中華企業,488185,0.02%
90676,交運股份,1222634,0.12%
90677,航天通信,17800,0.00%
90682,南京新百,8359219,0.85%
90684,珠江實業,5940484,0.69%
90685,中船防務,1610414,0.19%
90686,金龍汽車,127816,0.02%
90687,剛泰控股,1814784,0.16%
90688,上海石化,22483402,0.30%
90690,青島海爾,437450584,7.17%
90693,東百集團,4023683,0.44%
90694,大商股份,3237455,1.10%
90697,歐亞集團,2109488,1.35%
90699,均勝電子,10274205,1.08%
90703,三安光電,84175976,2.06%
90704,物產中大,21180838,1.58%
90705,中航資本,62351482,0.81%
90708,光明地產,7529527,0.58%
90711,盛屯礦業,4299809,0.28%
90715,文投控股,1217938,0.27%
90716,鳳凰股份,860441,0.09%
90717,天津港,2042265,0.12%
90718,東軟集團,16929350,1.36%
90720,祁連山,1902382,0.24%
90723,首商股份,100,0.00%
90724,寧波富達,6783,0.00%
90729,重慶百貨,21579864,5.30%
90730,中國高科,195251,0.03%
90736,蘇州高新,11767382,0.98%
90737,中糧糖業,32575682,1.58%
90739,遼寧成大,9799307,0.64%
90741,華域汽車,189801925,6.62%
90742,一汽富維,2015353,0.39%
90743,華遠地產,7184793,0.30%
90747,ST大控,12900,0.00%
90748,上實發展,6916218,0.49%
90750,江中藥業,3281947,0.78%
90754,錦江股份,4600692,0.70%
90755,廈門國貿,3146619,0.17%
90756,浪潮軟件,1398272,0.43%
90757,長江傳媒,969548,0.07%
90758,紅陽能源,1612257,0.23%
90759,洲際油氣,111829,0.00%
90760,中航沈飛,1291010,0.37%
90761,安徽合力,6803464,0.91%
90763,通策醫療,2905705,0.90%
90765,中航重機,4072145,0.52%
90770,綜藝股份,189916,0.01%
90773,西藏城投,470145,0.06%
90775,南京熊貓,1240721,0.18%
90776,東方通信,1950766,0.20%
90778,*ST友好,54100,0.01%
90779,水井坊,61064949,12.49%
90780,通寶能源,1192996,0.10%
90782,新鋼股份,51409630,1.84%
90783,魯信創投,337774,0.04%
90784,魯銀投資,99121,0.01%
90785,新華百貨,501,0.00%
90787,中儲股份,43913175,2.36%
90790,輕紡城,1637983,0.11%
90794,保稅科技,540138,0.04%
90795,國電電力,85449419,0.43%
90797,浙大網新,95300,0.01%
90801,華新水泥,26406152,2.71%
90802,福建水泥,144795,0.03%
90803,新奧股份,2264952,0.18%
90804,鵬博士,41744696,2.91%
90805,悅達投資,529940,0.06%
90807,*ST天業,323012,0.04%
90808,馬鋼股份,171297559,2.87%
90809,山西汾酒,3603967,0.41%
90811,東方集團,4797829,0.14%
90814,杭州解百,4510844,0.63%
90816,安信信托,33082161,0.70%
90818,中路股份,2039312,0.85%
90820,隧道股份,15052598,0.47%
90823,世茂股份,36404071,0.97%
90824,益民集團,5063955,0.48%
90825,新華傳媒,1502650,0.14%
90826,蘭生股份,581245,0.13%
90827,百聯股份,5745581,0.37%
90828,茂業商業,2844914,0.43%
90829,人民同泰,952494,0.16%
90830,香溢融通,1091209,0.24%
90831,廣電網絡,489922,0.08%
90833,第一醫藥,27900,0.01%
90835,上海機電,3461966,0.42%
90837,海通證券,73977738,0.91%
90838,上海九百,396371,0.09%
90839,四川長虹,3439199,0.07%
90845,寶信軟件,45869,0.00%
90846,同濟科技,2369532,0.37%
90850,華東電腦,1607120,0.38%
90856,中天能源,4716537,0.41%
90858,銀座股份,96632,0.01%
90859,王府井,29704789,9.73%
90860,京城股份,761873,0.23%
90862,中航高科,1277869,0.16%
90863,內蒙華電,12819767,0.22%
90864,哈投股份,1115906,0.07%
90867,通化東寶,149343239,7.56%
90869,智慧能源,1182869,0.05%
90871,石化油服,854023,0.00%
90872,中炬高新,15927071,1.99%
90873,梅花生物,2561516,0.08%
90874,創業環保,1096247,0.10%
90875,東方電氣,3608664,0.18%
90876,洛陽玻璃,499111,0.19%
90879,航天電子,7260863,0.30%
90880,博瑞傳播,951325,0.12%
90881,亞泰集團,6000405,0.18%
90882,廣澤股份,400,0.00%
90884,杉杉股份,9627336,1.17%
90885,宏發股份,51691545,6.94%
90886,國投電力,61687760,0.90%
90887,伊利股份,728520264,12.07%
90888,新疆眾和,1145549,0.13%
90891,秋林集團,46302,0.01%
90893,航發動力,12236265,0.62%
90894,廣日股份,989736,0.11%
90895,張江高科,5857595,0.37%
90897,廈門空港,3331832,1.11%
90900,長江電力,1182917803,10.28%
90909,華安證券,8456205,0.31%
90917,重慶燃氣,478543,0.03%
90919,江蘇銀行,40116484,0.66%
90926,杭州銀行,15232386,0.73%
90933,愛柯迪,23100,0.01%
90958,東方證券,30595975,0.58%
90959,江蘇有線,2275404,0.05%
90963,岳陽林紙,482817,0.04%
90965,福成股份,615130,0.07%
90967,內蒙一機,2660132,0.27%
90970,中材國際,3016092,0.17%
90971,恆源煤電,3825532,0.38%
90973,寶勝股份,2923250,0.32%
90975,新五豐,568429,0.08%
90976,健民集團,71900,0.04%
90977,中國電影,5586747,0.98%
90978,宜華生活,9815751,0.66%
90979,廣安愛眾,30909,0.00%
90981,匯鴻集團,668078,0.27%
90983,惠而浦,7200,0.00%
90985,雷鳴科化,89,0.00%
90986,科達股份,1783799,0.23%
90987,航民股份,3524666,0.55%
90988,赤峰黃金,2912930,0.20%
90990,四創電子,436535,0.31%
90993,馬應龍,3347849,0.77%
90995,文山電力,163911,0.03%
90996,貴廣網絡,73876,0.02%
90997,開灤股份,161808,0.01%
90998,九州通,15146059,0.91%
90999,招商證券,21135066,0.43%
91000,唐山港,20739863,0.37%
91001,大同煤業,11432730,0.68%
91002,晉億實業,1092448,0.13%
91003,柳鋼股份,22472565,0.87%
91005,*ST重鋼,23808821,0.28%
91006,大秦鐵路,617741221,4.15%
91009,南京銀行,122638383,1.44%
91010,文峰股份,2067923,0.11%
91012,隆基股份,44743282,1.61%
91015,陝西黑貓,400103,0.04%
91016,節能風電,10888977,0.26%
91018,寧波港,32108753,0.25%
91019,山東出版,343000,0.12%
91020,華鈺礦業,1856748,0.65%
91021,春秋航空,18968711,2.37%
91038,一拖股份,3184234,0.53%
91058,賽輪金宇,22435369,0.99%
91066,中信建投,27000,0.00%
91069,西部黃金,368837,0.05%
91088,中國神華,74735566,0.45%
91098,中南傳媒,112816086,6.28%
91099,太平洋,36350063,0.56%
91100,恆立液壓,4836462,0.54%
91101,昊華能源,407534,0.03%
91106,中國一重,1196845,0.01%
91107,四川成渝,6767454,0.31%
91108,財通證券,1197117,0.33%
91111,中國國航,72339954,0.76%
91116,三江購物,677795,0.16%
91117,中國化學,99948493,2.02%
91118,海南橡膠,7140045,0.18%
91126,四方股份,1679262,0.20%
91127,小康股份,528692,0.29%
91128,常熟銀行,9425057,0.94%
91139,深圳燃氣,17971039,0.63%
91155,新城控股,10176713,1.41%
91158,重慶水務,5054625,0.10%
91163,三角輪胎,202879,0.07%
91166,興業銀行,228207446,1.19%
91168,西部礦業,10332279,0.43%
91169,北京銀行,197782567,1.08%
91179,中國西電,4255840,0.08%
91186,中國鐵建,56517340,0.49%
91198,東興證券,6994198,0.25%
91199,江南水務,551178,0.05%
91200,上海環境,1683115,0.25%
91208,東材科技,195587,0.03%
91211,國泰君安,62286490,0.82%
91212,白銀有色,2850944,0.14%
91216,君正集團,19018669,0.22%
91218,吉鑫科技,2694023,0.27%
91222,林洋能源,2301076,0.13%
91225,陝西煤業,81096107,0.81%
91226,華電重工,1667974,0.14%
91228,廣州港,7197125,0.49%
91229,上海銀行,118753203,2.28%
91231,環旭電子,10410578,0.47%
91233,桐昆股份,20939174,1.24%
91238,廣汽集團,8353598,0.13%
91258,龐大集團,2252334,0.03%
91288,農業銀行,878019825,0.29%
91311,駱駝股份,8126936,0.95%
91318,中國平安,605601491,5.59%
91326,秦港股份,459600,0.08%
91328,交通銀行,343447749,0.87%
91330,綠色動力,143500,0.12%
91333,廣深鐵路,107755408,1.90%
91336,新華保險,14636428,0.70%
91339,百隆東方,14514115,0.96%
91360,三六零,1967209,0.49%
91368,綠城水務,486745,0.06%
91369,陝鼓動力,2295312,0.14%
91375,中原證券,4707362,0.26%
91377,興業證券,28931374,0.43%
91388,怡球資源,380,0.00%
91390,中國中鐵,70161052,0.37%
91398,工商銀行,816784445,0.30%
91515,東風股份,8993612,0.80%
91555,東吳證券,12893354,0.44%
91566,九牧王,250494,0.04%
91567,三星醫療,2369717,0.16%
91588,北辰實業,10841784,0.40%
91595,上海電影,191596,0.18%
91600,中國鋁業,58525413,0.53%
91601,中國太保,60312392,0.95%
91607,上海醫藥,14984560,0.77%
91608,中信重工,2605622,0.06%
91611,中國核建,4192086,0.43%
91618,中國中冶,56650435,0.31%
91628,中國人壽,27315205,0.13%
91633,長城汽車,25501342,0.42%
91636,旗濱集團,32340975,1.25%
91666,平煤股份,17543165,0.74%
91668,中國建築,391321279,0.94%
91669,中國電建,39061976,0.35%
91678,濱化股份,5983339,0.38%
91688,華泰證券,55948934,1.02%
91689,拓普集團,8290557,3.38%
91699,潞安環能,21801046,0.72%
91700,風範股份,1190632,0.10%
91717,鄭煤機,20958393,1.41%
91718,際華集團,11435587,0.26%
91727,上海電氣,10418136,0.10%
91766,中國中車,115221372,0.50%
91777,力帆股份,2150037,0.17%
91788,光大證券,17477996,0.44%
91789,寧波建工,804660,0.08%
91798,*ST藍科,25342,0.00%
91799,星宇股份,5384129,1.94%
91800,中國交建,29430288,0.25%
91801,皖新傳媒,1044708,0.05%
91808,中海油服,4389589,0.14%
91811,新華文軒,259088,0.13%
91818,光大銀行,261469453,0.65%
91828,美凱龍,1779308,0.56%
91838,成都銀行,1427135,0.39%
91857,中國石油,157190111,0.09%
91858,中國科傳,262945,0.13%
91866,中遠海發,16648699,0.20%
91869,長飛光纖,200,0.00%
91872,招商輪船,680345,0.01%
91877,正泰電器,15805131,0.90%
91878,浙商證券,3756811,0.31%
91880,大連港,2333864,0.03%
91881,中國銀河,8244505,0.67%
91886,江河集團,833283,0.07%
91888,中國國旅,192238076,9.84%
91890,亞星錨鏈,157953,0.01%
91898,中煤能源,13087078,0.14%
91899,紫金礦業,107631575,0.63%
91901,方正證券,1312206749,15.94%
91908,京運通,3828354,0.19%
91918,新集能源,269714,0.01%
91919,中遠海控,33904375,0.44%
91928,鳳凰傳媒,2654149,0.10%
91929,吉視傳媒,1422377,0.04%
91933,永輝超市,109289326,1.34%
91939,建設銀行,412356349,4.29%
91958,金鉬股份,4982648,0.15%
91965,中國汽研,24840,0.00%
91966,玲瓏輪胎,683673,0.17%
91968,寶鋼包裝,85285,0.01%
91969,海南礦業,577368,0.02%
91985,中國核電,38880872,0.24%
91988,中國銀行,614134516,0.29%
91989,中國重工,62210629,0.33%
91991,大唐發電,10842100,0.10%
91992,金隅集團,34386563,0.42%
91996,豐林集團,6955856,0.73%
91997,貴陽銀行,7967290,0.64%
91998,中信銀行,88416469,0.27%
93000,人民網,2911839,0.26%
93001,奧康國際,34,0.00%
93005,晶方科技,119801,0.06%
93007,花王股份,52200,0.02%
93008,喜臨門,670871,0.20%
93009,北特科技,250,0.00%
93019,中科曙光,2012158,0.31%
93025,大豪科技,790590,0.12%
93056,德邦股份,1236168,1.23%
93060,國檢集團,156900,0.24%
93077,和邦生物,27019994,0.30%
93080,新疆火炬,1488,0.00%
93098,森特股份,25073,0.03%
93103,橫店影視,163698,0.30%
93106,恆銀金融,1920,0.00%
93108,潤達醫療,4029043,0.79%
93111,康尼機電,2472587,0.33%
93113,金能科技,133300,0.04%
93116,紅蜻蜓,131810,0.02%
93118,共進股份,291061,0.03%
93126,中材節能,560780,0.09%
93128,華貿物流,2561855,0.26%
93157,拉夏貝爾,63800,0.11%
93160,匯頂科技,4154518,1.80%
93165,榮晟環保,142494,0.32%
93167,渤海輪渡,76597,0.01%
93168,莎普愛思,294537,0.09%
93169,蘭石重裝,1153134,0.11%
93180,金牌廚櫃,194716,1.05%
93188,亞邦股份,965885,0.16%
93198,迎駕貢酒,640629,0.08%
93225,新鳳鳴,970711,0.81%
93228,景旺電子,263523,0.32%
93233,大參林,1307399,2.03%
93239,浙江仙通,119515,0.13%
93258,電魂網絡,77233,0.11%
93260,合盛矽業,294157,0.42%
93288,海天味業,129877687,4.81%
93298,杭叉集團,204619,0.11%
93300,華鐵科技,365700,0.09%
93305,旭昇股份,417379,0.65%
93306,華懋科技,908568,0.32%
93308,應流股份,252899,0.06%
93328,依頓電子,2935612,0.29%
93337,傑克股份,122158,0.15%
93338,浙江鼎力,8737541,3.84%
93339,四方冷鏈,43076,0.07%
93355,萊克電氣,716624,0.17%
93357,設計總院,6947,0.00%
93358,華達科技,68272,0.06%
93363,傲農生物,52408,0.08%
93366,日出東方,16800,0.00%
93368,柳藥股份,4352839,2.12%
93369,今世緣,4303101,0.34%
93387,基蛋生物,63615,0.06%
93399,吉翔股份,2800,0.00%
93421,鼎信通訊,12599,0.02%
93444,吉比特,68251,0.16%
93508,思維列控,119867,0.18%
93515,歐普照明,10856166,11.08%
93517,絕味食品,529902,0.32%
93528,多倫科技,15749,0.00%
93533,掌閱科技,51289,0.12%
93555,貴人鳥,296493,0.04%
93556,海興電力,438923,0.26%
93567,珍寶島,335787,0.03%
93568,偉明環保,1148279,0.16%
93569,長久物流,191751,0.23%
93579,榮泰健康,39130,0.07%
93585,蘇利股份,172330,0.31%
93588,高能環境,2571236,0.39%
93589,口子窖,11119882,1.85%
93595,東尼電子,13138,0.03%
93599,廣信股份,467489,0.12%
93600,永藝股份,152736,0.06%
93603,博天環境,22700,0.00%
93609,禾豐牧業,2470041,0.29%
93612,索通發展,31658,0.01%
93616,韓建河山,86,0.00%
93618,杭電股份,59179,0.00%
93619,中曼石油,1128,0.00%
93626,科森科技,28511,0.01%
93628,清源股份,164676,0.18%
93639,海利爾,211426,0.38%
93658,安圖生物,5134653,3.76%
93659,璞泰來,200697,0.31%
93660,蘇州科達,144600,0.06%
93669,靈康藥業,264659,0.07%
93686,龍馬環衛,314573,0.11%
93698,航天工程,471346,0.11%
93699,紐威股份,476260,0.06%
93707,健友股份,54501,0.01%
93711,香飄飄,6409,0.01%
93727,博邁科,5746,0.00%
93728,鳴志電器,2346767,1.33%
93730,岱美股份,55264,0.06%
93737,三棵樹,220643,0.51%
93757,大元泵業,55850,0.15%
93766,隆鑫通用,2863155,0.13%
93776,永安行,6400,0.01%
93777,來伊份,13635,0.01%
93798,康普頓,61132,0.07%
93799,華友鈷業,6653232,0.81%
93803,瑞斯康達,167990,0.07%
93806,福斯特,1277869,0.24%
