,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
328,002292,奥飞娱乐,0.07,-82.05,,1.88,,9012.96,-81.92,,04-27
329,603600,永艺股份,0.4,-66.67,,15.82,,10019.37,-16.66,,04-27
330,002629,仁智股份,0.0,-92.5,,0.28,,186.32,-92.4,,04-27
331,002340,格林美,0.16,77.78,,8.43,,61033.93,131.42,,04-27
332,002035,华帝股份,0.88,-3.27,,26.1,,50962.84,55.6,10派3送2转3,04-27
333,002356,赫美集团,0.46,3.41,,8.31,,14399.05,3.41,10派1转7,04-27
334,300116,坚瑞沃能,-1.51,-360.34,,-61.57,,-368413.54,-965.92,,04-27
335,600892,大晟文化,0.54,-50.46,,16.49,,30011.56,96.56,,04-27
336,600897,厦门空港,1.38,3.08,,12.16,,41080.44,3.08,10派10.4,04-27
337,600562,国睿科技,0.35,-28.57,,9.74,,16935.99,-25.84,10派1.07转3,04-27
338,002505,大康农业,0.0,-69.06,,0.43,,2377.62,-68.81,,04-27
339,600295,鄂尔多斯,0.5,92.31,,6.91,,52096.64,96.12,10派1,04-27
340,600313,农发种业,-0.26,-738.01,,-18.38,,-28520.86,-737.42,,04-27
341,600331,宏达股份,0.1,60.6,,4.27,,20618.96,60.53,,04-27
342,002345,潮宏基,0.33,17.86,,9.44,,28424.47,21.66,,04-27
343,603727,博迈科,0.47,-63.57,,4.57,,10985.69,-52.86,,04-27
344,600810,神马股份,0.15,-21.05,,2.69,,6712.06,-20.93,,04-27
345,000676,智度股份,0.55,19.95,,10.92,,52732.54,66.82,10派0.3,04-27
346,002104,恒宝股份,0.23,11.22,,9.48,,16264.84,11.09,,04-27
347,603308,应流股份,0.14,7.69,,2.16,,6017.27,10.04,,04-27
348,600227,圣济堂,0.02,-109.21,,0.82,,3825.8,-110.95,,04-27
349,601188,龙江交通,0.27,22.03,,9.05,,35276.26,22.01,,04-27
350,000961,中南建设,0.16,39.97,,4.39,,60266.16,47.81,10派0.2,04-27
351,300013,新宁物流,0.48,140.0,,10.34,,14401.33,136.15,,04-27
352,300664,鹏鹞环保,0.55,-16.59,,10.38,,21932.21,-16.56,,04-27
353,600020,中原高速,0.4,92.15,,9.69,,117290.81,56.78,10派1.68,04-27
354,603680,今创集团,1.59,-6.64,,33.26,,59989.76,-6.81,,04-27
355,600395,盘江股份,0.53,349.15,,14.01,,87724.95,347.52,10派3.5,04-27
356,000611,天首发展,-0.07,-520.75,,-6.04,,-2152.78,-519.74,,04-27
357,300094,国联水产,0.18,50.0,,7.66,,14413.26,53.42,,04-27
358,002093,国脉科技,0.16,84.12,,5.54,,16280.49,110.49,10派0.15,04-27
359,603076,乐惠国际,1.14,-16.79,,15.43,,6718.55,-12.38,,04-27
360,600093,易见股份,0.73,35.19,,12.66,,81564.28,35.25,10派3.63,04-27
361,600863,内蒙华电,0.09,50.0,,5.14,,51413.91,54.53,10派0.3,04-27
362,002167,东方锆业,-0.06,-250.0,,-3.73,,-3931.3,-254.5,,04-27
363,603233,大参林,1.26,5.88,,24.28,,47496.1,10.41,,04-27
364,002853,皮阿诺,0.67,-64.36,,12.81,,10298.36,17.64,,04-27
365,002215,诺普信,0.34,-212.5,,17.38,,30850.61,-211.68,10派1.5,04-27
366,002269,美邦服饰,-0.12,-1300.0,,-10.0,,-30479.98,-942.95,,04-27
367,300012,华测检测,0.08,-38.46,,5.48,,13389.83,31.87,,04-27
368,002622,融钰集团,0.09,350.0,,5.97,,7191.63,358.89,,04-27
369,601965,中国汽研,0.39,8.33,,9.05,,37523.03,9.77,10派2,04-27
370,002686,亿利达,0.32,9.62,,10.02,,14052.86,17.25,,04-27
371,002397,梦洁股份,0.07,-50.0,,3.57,,5126.37,-47.3,10派0.6,04-27
372,300496,中科创达,0.2,-35.18,,6.55,,7804.43,-35.12,,04-27
373,603963,大理药业,0.55,-33.73,,16.34,,4445.25,-28.49,,04-27
374,002477,雏鹰农牧,0.01,-96.43,,0.9,,4518.88,-94.8,,04-27
375,002188,*ST巴士,-6.83,-2303.23,,-185.92,,-203342.56,-2272.45,,04-27
376,002204,大连重工,0.01,0.0,,0.38,,2531.94,-7.2,10派0.1,04-27
377,601117,中国化学,0.32,-11.11,,5.56,,155724.19,-12.04,,04-27
378,002876,三利谱,1.15,-4.96,,11.87,,8220.39,12.89,,04-27
379,000428,华天酒店,0.11,-138.21,,3.69,,10896.21,-137.76,,04-27
380,000534,万泽股份,0.18,20.0,,6.32,,8947.15,17.43,10派0.5,04-27
381,000616,海航投资,0.01,-103.33,,0.32,,1253.63,-102.88,,04-27
382,002081,金螳螂,0.73,14.06,,17.88,,191849.56,13.97,10派1.5,04-27
383,600138,中青旅,0.79,17.91,,10.71,,57170.66,18.24,10派1,04-27
384,600926,杭州银行,1.24,-26.19,11.42,11.34,17.49,455036.5,13.17,10派3转4,04-27
385,002209,达意隆,0.1,-144.51,,3.24,,2017.82,-144.53,10派0.12,04-27
386,002881,美格智能,0.6,3.45,,15.61,,5628.52,20.49,,04-27
387,601208,东材科技,0.16,128.57,,4.3,,9929.71,138.24,,04-27
388,002263,*ST东南,-0.3,200.0,,-23.13,,-56759.31,205.8,,04-27
389,300022,吉峰农机,-0.12,-480.26,,-19.62,,-4469.1,-480.01,,04-27
390,601929,吉视传媒,0.12,2.55,,5.86,,37541.59,2.57,,04-27
391,002343,慈文传媒,1.29,40.22,,24.01,,40842.16,40.78,10派1.8转4,04-27
392,300071,华谊嘉信,-0.41,-315.79,,-26.82,,-27711.75,-311.16,,04-27
393,002054,德美化工,0.07,-80.0,,1.67,,2996.1,-79.8,10派0.47,04-27
394,002375,亚厦股份,0.27,12.5,,4.88,,35768.69,12.02,,04-27
395,600091,ST明科,0.01,-66.67,,0.63,,558.23,-62.83,,04-27
396,000672,上峰水泥,0.97,440.61,,42.62,,79177.41,445.19,10派1,04-27
397,603855,华荣股份,0.43,-6.52,,11.06,,12610.46,11.39,,04-27
398,600503,华丽家族,0.14,74.88,,6.45,,22533.81,74.94,10派0.05,04-27
399,603160,汇顶科技,1.95,-7.14,,28.79,,88694.21,3.52,,04-27
400,002150,通润装备,0.26,-33.33,,6.62,,7076.7,-28.76,10派1.5,04-27
401,300506,名家汇,0.58,61.11,,26.06,,17365.85,72.72,,04-27
402,600236,桂冠电力,0.41,-3.23,,17.98,,251074.61,-3.23,10派3.3,04-27
403,600633,浙数文化,1.27,147.27,,23.17,,165693.64,170.9,10派1.8,04-27
404,000069,华侨城A,1.05,25.47,,18.05,,864324.25,25.48,10派3,04-27
405,600275,ST昌鱼,0.01,-110.01,,2.84,,412.04,-110.01,,04-27
406,600317,营口港,0.08,8.96,,5.06,,53516.38,8.87,10派0.25,04-27
407,000506,中润资源,-0.48,-5189.47,,-36.13,,-44913.38,-5210.03,,04-27
408,603648,畅联股份,0.46,-1.34,,13.61,,13889.23,6.5,,04-27
409,002637,赞宇科技,0.38,-9.52,,7.57,,15942.61,5.03,,04-27
410,600777,新潮能源,0.07,-246.14,1.99,4.05,,36651.46,-301.99,,04-27
411,002348,高乐股份,0.06,29.62,,4.38,,5508.91,29.48,,04-27
412,300076,GQY视讯,-0.25,400.0,,-10.2,,-10461.79,382.22,,04-27
413,002701,奥瑞金,0.3,-38.78,,13.04,,70385.81,-38.98,,04-27
414,002412,汉森制药,0.37,28.08,,8.78,,10880.68,28.1,,04-27
415,002107,沃华医药,0.16,14.29,,11.02,,5703.19,16.85,,04-27
416,002123,梦网集团,0.28,-6.67,,4.67,,24045.53,-6.12,,04-27
417,002203,海亮股份,0.42,27.87,,13.57,,70533.2,27.95,10派0.6,04-27
418,600280,中央商场,0.21,102.91,,13.09,,23893.31,101.96,10派0.15,04-27
419,300306,远方信息,0.45,25.0,,6.73,,12834.93,47.3,,04-27
420,002130,沃尔核材,0.13,-28.32,,6.26,,16796.02,56.57,10派0.2,04-27
421,603183,建研院,0.92,10.84,,15.68,,6597.54,20.01,,04-27
422,600215,长春经开,0.02,0.0,,0.37,,903.19,17.04,10派0.06,04-27
423,002499,科林环保,0.22,120.0,,5.76,,4160.84,115.62,,04-27
424,002210,飞马国际,0.19,-87.97,,7.55,,30597.75,-80.03,10派0.35,04-27
425,002259,升达林业,0.02,-82.18,,0.81,,1371.65,-80.78,,04-27
426,600307,酒钢宏兴,0.07,409.09,,4.5,,42116.09,410.98,,04-27
427,300002,神州泰岳,0.06,-76.22,,2.35,,11955.01,-76.44,10派0.07,04-27
428,603599,广信股份,0.9,87.5,,13.17,,33722.69,86.18,,04-27
429,601718,际华集团,0.18,-43.75,,4.43,,75493.83,-38.26,,04-27
430,603619,中曼石油,1.06,-2.75,,22.46,,39451.52,0.1,,04-27
431,600749,*ST藏旅,-0.42,-16.76,,-15.83,,-7917.34,-16.77,,04-27
432,002018,*ST华信,0.2,25.0,,13.3,,44745.28,21.58,,04-27
433,002034,旺能环境,1.22,510.0,,9.26,,23481.66,1062.58,10派2.5转7,04-27
434,601989,中国重工,0.05,18.42,,1.4,,83763.99,20.0,10派0.11,04-27
435,300083,劲胜智能,0.32,255.56,,8.62,,46079.89,250.57,,04-27
436,002387,维信诺,0.03,-41.4,,2.01,,1533.03,-41.45,,04-27
437,000687,华讯方舟,0.17,-18.66,,8.87,,13100.86,-18.67,,04-27
438,600517,置信电气,0.18,-48.57,,6.79,,23943.2,-49.36,10派1,04-27
439,002167,东方锆业,-0.06,-250.0,,-3.73,,-3931.3,-254.5,,04-27
440,603233,大参林,1.26,5.88,,24.28,,47496.1,10.41,,04-27
441,002853,皮阿诺,0.67,-64.36,,12.81,,10298.36,17.64,,04-27
442,002215,诺普信,0.34,-212.5,,17.38,,30850.61,-211.68,10派1.5,04-27
443,603668,天马科技,0.31,-38.0,,12.01,,9086.02,13.16,,04-27
444,000605,渤海股份,0.46,109.09,,5.93,,11313.85,165.92,10派0.5转4,04-27
445,600809,山西汾酒,1.09,56.02,,19.04,,94410.17,56.02,10派6,04-27
446,300104,乐视网,-3.48,-1300.52,,-211.4,,-1387804.48,-2601.63,,04-27
447,002071,长城影视,0.32,-34.69,,18.7,,16975.22,-33.78,,04-27
448,600093,易见股份,0.73,35.19,,12.66,,81564.28,35.25,10派3.63,04-27
449,600863,内蒙华电,0.09,50.0,,5.14,,51413.91,54.53,10派0.3,04-27
450,300496,中科创达,0.2,-35.18,,6.55,,7804.43,-35.12,,04-27
451,603963,大理药业,0.55,-33.73,,16.34,,4445.25,-28.49,,04-27
452,002477,雏鹰农牧,0.01,-96.43,,0.9,,4518.88,-94.8,,04-27
453,002188,*ST巴士,-6.83,-2303.23,,-185.92,,-203342.56,-2272.45,,04-27
454,002204,大连重工,0.01,0.0,,0.38,,2531.94,-7.2,10派0.1,04-27
455,601117,中国化学,0.32,-11.11,,5.56,,155724.19,-12.04,10派0.95,04-27
456,002876,三利谱,1.15,-4.96,,11.87,,8220.39,12.89,,04-27
457,002269,美邦服饰,-0.12,-1300.0,,-10.0,,-30479.98,-942.95,,04-27
458,300012,华测检测,0.08,-38.46,,5.48,,13389.83,31.87,10派0.25,04-27
459,002622,融钰集团,0.09,350.0,,5.97,,7191.63,358.89,,04-27
460,601965,中国汽研,0.39,8.33,,9.05,,37523.03,9.77,10派2,04-27
461,002686,亿利达,0.32,9.62,,10.02,,14052.86,17.25,,04-27
462,002397,梦洁股份,0.07,-50.0,,3.57,,5126.37,-47.3,10派0.6,04-27
463,603139,康惠制药,0.69,-20.69,,8.17,,6301.96,-3.39,,04-26
464,600572,康恩贝,0.28,55.56,,15.88,,71111.62,61.23,10派1.5,04-26
465,002161,远望谷,0.0,-95.8,,0.09,,152.37,-96.22,,04-26
466,002177,御银股份,0.02,-39.67,,0.82,,1376.7,-40.78,10派0.15,04-26
467,601009,南京银行,1.09,-18.05,6.77,16.94,0.05,966817.3,17.02,10派3.45,04-26
468,002514,宝馨科技,0.07,-147.73,,4.71,,3968.79,-148.96,,04-26
469,002563,森马服饰,0.42,-20.75,,11.51,,113792.93,-20.23,,04-26
470,600698,湖南天雁,-0.09,-939.81,,-13.57,,-8403.87,-940.7,,04-26
471,601611,中国核建,0.32,-3.03,,9.51,,85301.72,6.83,,04-26
472,002290,中科新材,0.01,-92.31,,0.2,,237.12,-91.52,10派1.2,04-26
473,002611,东方精工,0.5,233.33,,8.85,,49049.83,412.76,,04-26
474,600025,华能水电,0.14,366.67,,6.31,,218892.27,330.75,10派0.55,04-26
475,600165,新日恒力,0.06,-120.0,,4.6,,3823.02,-119.91,,04-26
476,002455,百川股份,0.22,29.41,,10.7,,10457.46,31.06,,04-26
477,000760,斯太尔,-0.21,-450.0,,-8.79,,-16894.25,-466.84,,04-26
478,603321,梅轮电梯,0.31,-20.51,,11.86,,7664.44,-15.42,,04-26
479,601106,中国一重,0.01,-101.46,,0.89,,8418.34,-101.47,,04-26
480,600310,桂东电力,0.08,-69.72,,2.35,,6344.05,-69.7,10派0.25,04-26
481,002636,金安国纪,0.74,57.36,,27.17,,53733.63,57.54,,04-26
482,002347,泰尔股份,-0.17,-840.81,,-6.28,,-7423.36,-839.49,,04-26
483,002042,华孚时尚,0.69,18.97,,11.05,,67737.62,41.37,10派5转5,04-26
484,300091,金通灵,0.23,163.63,,11.48,,12489.87,169.15,,04-26
485,002074,国轩高科,0.95,-20.17,,18.27,,83800.71,-18.71,10派1,04-26
486,000678,襄阳轴承,0.03,0.0,,0.94,,1157.28,-0.68,,04-26
487,002752,昇兴股份,0.11,-62.07,,5.34,,9251.79,-49.36,,04-26
488,600169,太原重工,0.02,-102.58,,1.27,,5220.2,-102.72,,04-26
489,603959,百利科技,0.48,-9.43,,11.92,,10851.2,1.96,,04-26
490,000767,漳泽电力,-0.51,-1467.03,,-18.95,,-155635.14,-1917.66,,04-26
491,002491,通鼎互联,0.48,5.47,,14.8,,59503.53,10.4,,04-26
492,300268,佳沃股份,0.02,-58.46,,1.15,,244.94,-58.34,,04-26
493,002620,瑞和股份,0.37,-48.68,,6.51,,13253.66,39.58,,04-26
494,603712,七一二,0.29,22.73,,12.48,,19423.22,22.3,,04-26
495,603828,柯利达,0.17,-39.29,,5.49,,5761.72,19.02,,04-26
496,603896,寿仙谷,0.71,-7.79,,13.09,,8887.99,9.76,,04-26
497,000752,西藏发展,0.04,19.54,,1.21,,952.37,19.43,10派0.1,04-26
498,002143,印纪传媒,0.43,-34.28,,29.51,,76865.81,5.16,10派0.19,04-26
499,002464,众应互联,0.83,-34.65,,15.2,,19222.46,4.14,,04-26
500,002207,*ST准油,0.04,-110.53,,2.85,,989.16,-110.78,,04-26
501,000150,宜华健康,0.39,-76.58,,7.08,,17432.75,-76.58,10派1转4,04-26
502,002288,超华科技,0.04,-159.55,,2.17,,3685.5,-159.51,,04-26
503,000532,华金资本,0.14,18.23,,6.63,,4828.48,18.21,10派0.3,04-26
504,600730,中国高科,0.08,-91.67,,2.49,,4950.88,-91.21,10派0.61,04-26
505,002373,千方科技,0.33,8.58,,10.74,,36466.83,8.57,,04-26
506,600482,中国动力,0.69,-2.82,,4.69,,120174.25,11.97,10派2.08,04-26
507,600107,美尔雅,0.01,-3.03,,0.85,,461.62,-2.67,,04-26
508,002405,四维图新,0.22,45.54,,4.69,,26519.96,69.38,10派0.42,04-26
509,002437,誉衡药业,0.14,-57.16,,7.65,,30967.57,-56.79,,04-26
510,002780,三夫户外,-0.13,-125.0,,-3.35,,-1290.87,-136.49,,04-26
511,002164,宁波东力,0.29,866.67,,7.91,,15931.77,1277.33,10派0.5,04-26
512,600198,*ST大唐,-3.0,49.17,,,,-264869.97,49.17,,04-26
513,300294,博雅生物,0.89,-12.75,,15.8,,35658.85,31.08,10派1.5,04-26
514,002293,罗莱生活,0.61,34.55,,14.79,,42787.7,34.85,10派3.5,04-26
515,002614,奥佳华,0.63,36.96,,12.85,,34518.02,37.51,,04-26
516,002651,利君股份,0.13,30.0,,6.65,,12873.78,34.2,,04-26
517,603703,盛洋科技,0.11,-8.33,,3.89,,2421.72,-11.3,,04-26
518,300397,天和防务,0.29,-200.0,,5.9,,7009.17,-199.15,,04-26
519,603017,中衡设计,0.55,14.58,,9.33,,15053.36,24.26,,04-26
520,600467,好当家,0.04,33.33,,1.78,,5353.09,24.15,10派0.11,04-26
521,603063,禾望电气,0.6,-17.81,,12.74,,23266.28,-11.24,,04-26
522,002169,智光电气,0.16,-52.12,,4.57,,12514.21,12.36,10派0.6,04-26
523,000863,三湘印象,0.19,-67.24,,4.11,,26514.06,-62.41,10派2.01529,04-26
524,300283,温州宏丰,0.02,-66.67,,1.12,,630.05,-74.03,,04-26
525,300610,晨化股份,0.54,-27.03,,12.97,,7888.77,42.11,,04-26
526,600690,青岛海尔,1.14,37.53,,23.59,,692579.23,37.51,10派3.42,04-26
527,002266,浙富控股,0.04,33.33,,2.91,,8653.66,34.53,10派0.1,04-26
528,002603,以岭药业,0.45,-6.25,,8.25,,54070.51,-0.24,,04-26
529,002619,艾格拉斯,0.26,-3.7,,9.66,,41397.09,93.3,,04-26
530,600780,通宝能源,0.07,-19.78,,1.72,,8183.06,-19.76,,04-26
531,300063,天龙集团,-0.42,-185.94,,-14.92,,-30582.49,-314.85,,04-26
532,002351,漫步者,0.2,33.33,,6.59,,11653.24,34.08,,04-26
533,600817,ST宏盛,-0.01,-150.0,,-1.56,,-151.69,-145.82,,04-26
534,600082,海泰发展,0.02,-117.4,,0.85,,1427.84,-117.4,10派0.11,04-26
535,603799,华友钴业,3.2,2361.54,,36.5,,189551.3,2637.7,10派5,04-26
536,000663,永安林业,0.2,-44.44,,3.36,,6875.31,-44.06,,04-26
537,002078,太阳纸业,0.8,90.48,,22.65,,202423.3,91.55,10派1,04-26
538,002739,万达电影,1.29,10.92,,13.73,,151567.52,10.92,,04-26
539,600870,*ST厦华,-0.02,139.8,,-138.83,,-1230.22,141.12,,04-26
540,002347,泰尔股份,-0.17,-840.81,,-6.28,,-7423.36,-839.49,,04-26
541,002042,华孚时尚,0.69,18.97,,11.05,,67737.62,41.37,10派5转5,04-26
542,300091,金通灵,0.23,163.63,,11.48,,12489.87,169.15,,04-26
543,002074,国轩高科,0.95,-20.17,,18.27,,83800.71,-18.71,10派1,04-26
544,000678,襄阳轴承,0.03,0.0,,0.94,,1157.28,-0.68,,04-26
545,002752,昇兴股份,0.11,-62.07,,5.34,,9251.79,-49.36,,04-26
546,600169,太原重工,0.02,-102.58,,1.27,,5220.2,-102.72,,04-26
547,603959,百利科技,0.48,-9.43,,11.92,,10851.2,1.96,,04-26
548,000767,漳泽电力,-0.51,-1467.03,,-18.95,,-155635.14,-1917.66,,04-26
549,002491,通鼎互联,0.48,5.47,,14.8,,59503.53,10.4,,04-26
550,002207,*ST准油,0.04,-110.53,,2.85,,989.16,-110.78,,04-26
551,000150,宜华健康,0.39,-76.58,,7.08,,17432.75,-76.58,10派1转4,04-26
552,002288,超华科技,0.04,-159.55,,2.17,,3685.5,-159.51,,04-26
553,000532,华金资本,0.14,18.23,,6.63,,4828.48,18.21,10派0.3,04-26
554,600730,中国高科,0.08,-91.67,,2.49,,4950.88,-91.21,10派0.61,04-26
555,603712,七一二,0.29,22.73,,12.48,,19423.22,22.3,,04-26
556,603828,柯利达,0.17,-39.29,,5.49,,5761.72,19.02,,04-26
557,603896,寿仙谷,0.71,-7.79,,13.09,,8887.99,9.76,,04-26
558,000752,西藏发展,0.04,19.54,,1.21,,952.37,19.43,10派0.1,04-26
559,002143,印纪传媒,0.43,-34.28,,29.51,,76865.81,5.16,10派0.19,04-26
560,002464,众应互联,0.83,-34.65,,15.2,,19222.46,4.14,,04-26
561,300294,博雅生物,0.89,-12.75,,15.8,,35658.85,31.08,10派1.5,04-26
562,002293,罗莱生活,0.61,34.55,,14.79,,42787.7,34.85,10派3.5,04-26
563,002614,奥佳华,0.63,36.96,,12.85,,34518.02,37.51,,04-26
564,002373,千方科技,0.33,8.58,,10.74,,36466.83,8.57,,04-26
565,600482,中国动力,0.69,-2.82,,4.69,,120174.25,11.97,10派2.08,04-26
566,600107,美尔雅,0.01,-3.03,,0.85,,461.62,-2.67,,04-26
567,002405,四维图新,0.22,45.54,,4.69,,26519.96,69.38,10派0.42,04-26
568,002437,誉衡药业,0.14,-57.16,,7.65,,30967.57,-56.79,,04-26
569,002780,三夫户外,-0.13,-125.0,,-3.35,,-1290.87,-136.49,,04-26
570,002164,宁波东力,0.29,866.67,,7.91,,15931.77,1277.33,10派0.5,04-26
571,600198,*ST大唐,-3.0,49.17,,,,-264869.97,49.17,,04-26
572,000863,三湘印象,0.19,-67.24,,4.11,,26514.06,-62.41,10派2.01529,04-26
573,300283,温州宏丰,0.02,-66.67,,1.12,,630.05,-74.03,,04-26
574,300610,晨化股份,0.54,-27.03,,12.97,,7888.77,42.11,,04-26
575,600690,青岛海尔,1.14,37.53,,23.59,,692579.23,37.51,10派3.42,04-26
576,002266,浙富控股,0.04,33.33,,2.91,,8653.66,34.53,10派0.1,04-26
577,002603,以岭药业,0.45,-6.25,,8.25,,54070.51,-0.24,,04-26
578,002619,艾格拉斯,0.26,-3.7,,9.66,,41397.09,93.3,,04-26
579,002651,利君股份,0.13,30.0,,6.65,,12873.78,34.2,,04-26
580,603703,盛洋科技,0.11,-8.33,,3.89,,2421.72,-11.3,,04-26
581,300397,天和防务,0.29,-200.0,,5.9,,7009.17,-199.15,,04-26
582,603017,中衡设计,0.55,14.58,,9.33,,15053.36,24.26,,04-26
583,600467,好当家,0.04,33.33,,1.78,,5353.09,24.15,10派0.11,04-26
584,603063,禾望电气,0.6,-17.81,,12.74,,23266.28,-11.24,,04-26
585,002169,智光电气,0.16,-52.12,,4.57,,12514.21,12.36,10派0.6,04-26
586,002528,英飞拓,0.12,-127.89,,4.36,,12725.18,-130.24,,04-26
587,002544,杰赛科技,0.35,66.67,,9.94,,20172.75,89.51,10派1.1,04-26
588,000403,ST生化,0.14,-28.93,,6.7,,3830.79,-28.92,,04-26
589,002608,江苏国信,0.67,103.03,,13.19,,217967.3,102.28,,04-26
590,600780,通宝能源,0.07,-19.78,,1.72,,8183.06,-19.76,,04-26
591,300063,天龙集团,-0.42,-185.94,,-14.92,,-30582.49,-314.85,,04-26
592,002351,漫步者,0.2,33.33,,6.59,,11653.24,34.08,,04-26
593,600817,ST宏盛,-0.01,-150.0,,-1.56,,-151.69,-145.82,,04-26
594,600082,海泰发展,0.02,-117.4,,0.85,,1427.84,-117.4,10派0.11,04-26
595,603799,华友钴业,3.2,2361.54,,36.5,,189551.3,2637.7,10派5,04-26
596,000663,永安林业,0.2,-44.44,,3.36,,6875.31,-44.06,,04-26
597,002078,太阳纸业,0.8,90.48,,22.65,,202423.3,91.55,10派1,04-26
598,002739,万达电影,1.29,10.92,,13.73,,151567.52,10.92,,04-26
599,600870,*ST厦华,-0.02,139.8,,-138.83,,-1230.22,141.12,,04-26
600,603778,乾景园林,0.18,-55.0,,9.0,,8965.88,11.82,,04-26
601,002697,红旗连锁,0.12,13.1,,7.35,,16492.99,14.28,10派0.21,04-26
602,603816,顾家家居,1.99,19.16,,22.26,,82244.56,43.02,,04-26
603,600110,诺德股份,0.17,618.26,,9.65,,19004.49,617.63,10派0.39,04-26
604,600522,中天科技,0.59,-2.8,,10.78,,178836.38,12.61,10派1,04-26
605,002440,闰土股份,1.22,41.86,,14.07,,93485.09,41.62,10派4.5转5,04-26
606,603197,保隆科技,1.66,9.99,,17.18,,17387.83,31.37,,04-26
607,600979,广安爱众,0.29,19.83,,8.22,,27798.09,30.2,10派0.5,04-26
608,600998,九州通,0.87,61.11,,10.75,,144551.01,64.87,10派1,04-26
609,600614,鹏起科技,0.22,340.0,,8.08,,38716.95,322.25,,04-26
610,002553,南方轴承,0.23,8.67,,11.26,,7854.58,8.67,,04-26
611,002247,帝龙文化,0.65,20.37,,11.39,,54912.19,45.01,10派0.7,04-26
612,300297,蓝盾股份,0.35,16.67,,10.82,,41380.95,28.16,,04-26
613,600815,厦工股份,0.13,-104.64,,26.76,,12463.23,-104.63,,04-26
614,603797,联泰环保,0.33,-17.5,,7.12,,6462.05,1.79,,04-26
615,002445,中南文化,0.36,20.0,,7.12,,29285.95,28.1,10派0.4转7,04-26
616,000796,凯撒旅游,0.27,3.82,,11.43,,22069.94,3.82,,04-26
617,002824,和胜股份,0.37,-55.43,,9.44,,6518.85,-13.1,,04-26
618,000816,*ST慧业,-0.19,90.0,,-8.27,,-26607.64,92.7,,04-26
619,300254,仟源医药,0.1,-30.89,,2.67,,2167.34,-28.11,,04-26
620,002542,中化岩土,0.13,-7.14,,7.05,,23655.8,-4.82,,04-26
621,002558,巨人网络,0.64,-5.88,,16.09,,129031.63,20.71,,04-26
622,002892,科力尔,0.91,-10.78,,18.24,,6544.63,-3.06,,04-26
623,002252,上海莱士,0.17,-47.69,,6.93,,83582.86,-48.19,10派0.17,04-26
624,000960,锡业股份,0.46,396.43,,7.83,,70602.63,418.68,,04-26
625,603611,诺力股份,0.86,-5.49,,10.44,,15950.4,10.12,,04-26
626,300350,华鹏飞,0.11,-75.0,,3.19,,5912.52,-55.17,,04-26
627,600025,华能水电,0.14,366.67,,6.31,,218892.27,330.75,10派0.55,04-26
628,603139,康惠制药,0.69,-20.69,,8.17,,6301.96,-3.39,,04-26
629,600572,康恩贝,0.28,55.56,,15.88,,71111.62,61.23,10派1.5,04-26
630,002161,远望谷,0.0,-95.8,,0.09,,152.37,-96.22,,04-26
631,002177,御银股份,0.02,-39.67,,0.82,,1376.7,-40.78,10派0.15,04-26
632,601009,南京银行,1.09,-18.05,6.77,16.94,0.05,966817.3,17.02,10派3.45,04-26
633,002514,宝馨科技,0.07,-147.73,,4.71,,3968.79,-148.96,,04-26
634,002563,森马服饰,0.42,-20.75,,11.51,,113792.93,-20.23,,04-26
635,600698,湖南天雁,-0.09,-939.81,,-13.57,,-8403.87,-940.7,,04-26
636,601611,中国核建,0.32,-3.03,,9.51,,85301.72,6.83,,04-26
637,002290,中科新材,0.01,-92.31,,0.2,,237.12,-91.52,10派1.2,04-26
638,002611,东方精工,0.5,233.33,,8.85,,49049.83,412.76,,04-26
639,002696,百洋股份,0.61,81.73,,8.15,,11319.99,91.04,,04-26
640,000651,格力电器,3.72,45.31,,37.44,,2240157.62,45.27,,04-26
641,603117,万林股份,0.23,21.05,,4.64,,10419.18,29.87,,04-26
642,600146,商赢环球,0.45,316.67,,7.1,,21078.09,629.13,,04-26
643,603906,龙蟠科技,0.44,-22.81,,8.98,,9237.26,3.09,,04-26
644,600165,新日恒力,0.06,-120.0,,4.6,,3823.02,-119.91,,04-26
645,002455,百川股份,0.22,29.41,,10.7,,10457.46,31.06,10派1,04-26
646,000760,斯太尔,-0.21,-450.0,,-8.79,,-16894.25,-466.84,,04-26
647,603321,梅轮电梯,0.31,-20.51,,11.86,,7664.44,-15.42,,04-26
648,601106,中国一重,0.01,-101.46,,0.89,,8418.34,-101.47,,04-26
649,603355,莱克电气,0.91,-27.2,,11.77,,36552.83,-27.1,,04-26
650,601163,三角轮胎,0.6,-52.76,,6.1,,48346.53,-41.4,10派2.7,04-26
651,600687,刚泰控股,0.37,9.91,,9.32,,54515.31,9.9,10派0.4,04-26
652,002332,仙琚制药,0.23,-4.17,,9.01,,20663.01,41.35,10派0.6,04-26
653,603001,奥康国际,0.56,-25.79,,5.54,,22646.79,-25.8,,04-26
654,002719,麦趣尔,0.17,-34.62,,1.76,,1883.55,-33.0,,04-26
655,002091,江苏国泰,0.5,-33.33,,11.88,,77429.58,43.19,10派2,04-26
656,000700,模塑科技,0.16,-37.31,,4.12,,13446.49,-27.77,10派1.2,04-26
657,002444,巨星科技,0.51,-12.07,,9.49,,54982.31,-11.55,,04-26
658,603168,莎普爱思,0.59,-65.09,,9.04,,14635.64,-46.92,10派2转3,04-26
