code,name,valumn,percent
90000,浦發銀行,2428729.0,0.0
90004,白雲機場,-1750027.0,-0.08000000000000007
90006,東風汽車,-205500.0,-0.010000000000000002
90007,中國國貿,-63947.0,-0.010000000000000009
90008,首創股份,-26600.0,0.0
90009,上海機場,-1313001.0,-0.120000000000001
90010,包鋼股份,1817900.0,0.0
90011,華能國際,-288200.0,0.0
90012,皖通高速,48000.0,0.0
90015,華夏銀行,-120280.0,0.0
90016,民生銀行,9843515.0,0.030000000000000027
90017,日照港,0.0,0.0
90018,上港集團,150755.0,0.0
90019,寶鋼股份,-1069119.0,0.0
90020,中原高速,-121300.0,-0.009999999999999953
90021,上海電力,202757.0,0.009999999999999981
90023,浙能電力,-163149.0,0.0
90025,華能水電,95200.0,0.010000000000000009
90026,中遠海能,119400.0,0.010000000000000009
90027,華電國際,490324.0,0.010000000000000009
90028,中國石化,3564984.0,0.0
90029,南方航空,1766775.0,0.030000000000000027
90030,中信證券,1042564.0,0.010000000000000009
90031,三一重工,8088603.0,0.10000000000000009
90033,福建高速,0.0,0.0
90036,招商銀行,1906868.0,0.009999999999999787
90037,歌華有線,0.0,0.0
90038,中直股份,41967.0,0.0
90039,四川路橋,663700.0,0.020000000000000018
90048,保利地產,572838.0,0.010000000000000009
90050,中國聯通,1097072.0,0.010000000000000009
90053,九鼎投資,36000.0,0.010000000000000009
90054,黃山旅遊,1169367.0,0.22999999999999998
90056,中國醫藥,-209056.0,-0.020000000000000018
90058,五礦發展,0.0,0.0
90059,古越龍山,0.0,0.0
90060,海信電器,-190778.0,-0.020000000000000018
90061,國投資本,-208350.0,0.0
90062,華潤雙鶴,132844.0,0.020000000000000018
90063,皖維高新,0.0,0.0
90064,南京高科,0.0,0.0
90066,宇通客車,1576067.0,0.08000000000000185
90067,冠城大通,0.0,0.0
90068,葛洲壩,849338.0,0.010000000000000009
90072,中船科技,-59200.0,-0.009999999999999998
90073,上海梅林,-237447.0,-0.030000000000000027
90074,*ST保千,0.0,0.0
90075,新疆天業,-8809.0,0.0
90077,宋都股份,0.0,0.0
90078,澄星股份,0.0,0.0
90079,人福醫藥,856866.0,0.06000000000000005
90080,金花股份,0.0,0.0
90081,東風科技,0.0,0.0
90085,同仁堂,387063.0,0.02999999999999997
90086,東方金鈺,0.0,0.0
90088,中視傳媒,0.0,0.0
90089,特變電工,-441800.0,-0.010000000000000009
90093,易見股份,-13700.0,0.0
90094,大名城,-212900.0,-0.010000000000000009
90096,雲天化,0.0,0.0
90098,廣州發展,-29600.0,0.0
90100,同方股份,-42800.0,-0.010000000000000009
90101,明星電力,0.0,0.0
90104,上汽集團,3133420.0,0.03000000000000025
90105,永鼎股份,102100.0,0.009999999999999995
90106,重慶路橋,0.0,0.0
90108,亞盛集團,0.0,0.0
90109,國金證券,-55600.0,0.0
90110,諾德股份,0.0,0.0
90111,北方稀土,-34100.0,0.0
90112,天成控股,0.0,0.0
90113,浙江東日,0.0,0.0
90114,東睦股份,-222584.0,-0.040000000000000036
90115,東方航空,1031553.0,0.010000000000000009
90116,三峽水利,152775.0,0.010000000000000009
90118,中國衛星,-65354.0,-0.010000000000000009
90119,長江投資,0.0,0.0
90120,浙江東方,0.0,0.0
90121,鄭州煤電,0.0,0.0
90122,宏圖高科,0.0,0.0
90123,蘭花科創,-9800.0,0.0
90125,鐵龍物流,-400100.0,-0.03000000000000025
90132,重慶啤酒,0.0,0.0
90135,樂凱膠片,0.0,0.0
90138,中青旅,-263281.0,-0.02999999999999936
90141,興發集團,268098.0,0.04999999999999982
90143,金發科技,152940.0,0.009999999999999981
90150,*ST船舶,0.0,0.0
90153,建發股份,-470966.0,-0.020000000000000018
90155,華創陽安,-41200.0,-0.010000000000000009
90157,永泰能源,0.0,0.0
90158,中體產業,78700.0,0.010000000000000009
90160,巨化股份,0.0,0.0
90161,天壇生物,-101069.0,-0.010000000000000009
90162,香江控股,-445350.0,-0.020000000000000018
90166,福田汽車,453300.0,0.0
90167,聯美控股,11926.0,0.009999999999999998
90168,武漢控股,0.0,0.0
90169,太原重工,0.0,0.0
90170,上海建工,-16500.0,0.0
90171,上海貝嶺,-14800.0,0.0
90172,黃河旋風,-225660.0,-0.020000000000000018
90173,臥龍地產,0.0,0.0
90175,美都能源,0.0,0.0
90176,中國巨石,-189178.0,-0.009999999999999787
90177,雅戈爾,-136512.0,0.0
90180,瑞茂通,-37800.0,-0.010000000000000009
90183,生益科技,156898.0,0.010000000000000009
90185,格力地產,-396200.0,-0.020000000000000018
90188,兗州煤業,-262689.0,-0.009999999999999953
90190,錦州港,0.0,0.0
90195,中牧股份,0.0,0.0
90196,復星醫藥,1576984.0,0.07999999999999985
90197,伊力特,125875.0,0.030000000000000027
90200,江蘇吳中,-44918.0,-0.010000000000000009
90201,生物股份,-301840.0,-0.029999999999999805
90206,有研新材,-173300.0,-0.01999999999999999
90208,新湖中寶,-410622.0,-0.010000000000000009
90210,紫江企業,-372200.0,-0.01999999999999999
90216,浙江醫藥,85117.0,0.010000000000000009
90218,全柴動力,0.0,0.0
90219,南山鋁業,-831263.0,-0.010000000000000009
90221,海航控股,-12400.0,0.0
90226,瀚葉股份,0.0,0.0
90230,滄州大化,38704.0,0.010000000000000002
90231,凌鋼股份,-237900.0,-0.02
90233,圓通速遞,36154.0,0.010000000000000009
90236,桂冠電力,-651620.0,-0.019999999999999962
90238,*ST椰島,0.0,0.0
90239,雲南城投,-104700.0,-0.009999999999999981
90240,華業資本,-4962.0,0.0
90246,萬通地產,0.0,0.0
90248,延長化建,0.0,0.0
90251,冠農股份,0.0,0.0
90252,中恆集團,-113700.0,0.0
90255,夢舟股份,-102595.0,-0.010000000000000009
90256,廣彙能源,0.0,0.0
90257,大湖股份,0.0,0.0
90258,首旅酒店,1882090.0,0.3000000000000007
90259,廣晟有色,0.0,0.0
90260,凱樂科技,-283156.0,-0.050000000000000044
