code,name,valumn,percent
90000,浦發銀行,63918,0.0
90004,白雲機場,958127,0.05000000000000071
90006,東風汽車,-24326,0.0
90007,中國國貿,163977,0.020000000000000018
90008,首創股份,-317749,0.0
90009,上海機場,2351613,0.22000000000000242
90010,包鋼股份,1696940,0.010000000000000009
90011,華能國際,-6819,0.0
90012,皖通高速,-55700,0.0
90015,華夏銀行,-233471,0.0
90016,民生銀行,-3078637,-0.010000000000000009
90017,日照港,0,0.0
90018,上港集團,-2297085,-0.009999999999999981
90019,寶鋼股份,12265592,0.04999999999999982
90020,中原高速,33839,0.009999999999999953
90021,上海電力,149720,0.010000000000000009
90023,浙能電力,-285661,-0.010000000000000009
90025,華能水電,44900,0.0
90026,中遠海能,-758787,-0.03
90027,華電國際,909163,0.019999999999999962
90028,中國石化,4038989,0.010000000000000009
90029,南方航空,826208,0.010000000000000009
90030,中信證券,-1427839,-0.010000000000000009
90031,三一重工,19180504,0.25
90033,福建高速,0,0.0
90036,招商銀行,1864973,0.009999999999999787
90037,歌華有線,0,0.0
90038,中直股份,-71801,-0.020000000000000018
90039,四川路橋,-1707100,-0.06
90048,保利地產,-5104395,-0.040000000000000036
90050,中國聯通,1750429,0.010000000000000009
90053,九鼎投資,-26100,-0.010000000000000009
90054,黃山旅遊,-10500,0.0
90056,中國醫藥,-370388,-0.040000000000000036
90058,五礦發展,0,0.0
90059,古越龍山,0,0.0
90060,海信電器,-162150,-0.009999999999999898
90061,國投資本,-81130,0.0
90062,華潤雙鶴,-106880,-0.009999999999999787
90063,皖維高新,0,0.0
90064,南京高科,0,0.0
90066,宇通客車,-765658,-0.03999999999999915
90067,冠城大通,0,0.0
90068,葛洲壩,-2272148,-0.04999999999999993
90072,中船科技,102000,0.02
90073,上海梅林,-136195,-0.020000000000000018
90074,*ST保千,0,0.0
90075,新疆天業,-119600,-0.010000000000000009
90077,宋都股份,0,0.0
90078,澄星股份,0,0.0
90079,人福醫藥,152552,0.010000000000000009
90080,金花股份,0,0.0
90081,東風科技,0,0.0
90085,同仁堂,-69927,-0.009999999999999953
90086,東方金鈺,0,0.0
90088,中視傳媒,0,0.0
90089,特變電工,-78728,-0.010000000000000009
90093,易見股份,61200,0.0
90094,大名城,20800,0.0
90096,雲天化,0,0.0
90098,廣州發展,0,0.0
90100,同方股份,1134060,0.03999999999999998
90101,明星電力,0,0.0
90104,上汽集團,-168843,0.0
90105,永鼎股份,25052,0.0
90106,重慶路橋,0,0.0
90108,亞盛集團,0,0.0
90109,國金證券,271900,0.010000000000000009
90110,諾德股份,0,0.0
90111,北方稀土,103000,0.0
90112,天成控股,0,0.0
90113,浙江東日,0,0.0
90114,東睦股份,-52811,-0.009999999999999787
90115,東方航空,-515149,0.0
90116,三峽水利,30100,0.0
90118,中國衛星,-192477,-0.020000000000000018
90119,長江投資,0,0.0
90120,浙江東方,0,0.0
90121,鄭州煤電,0,0.0
90122,宏圖高科,0,0.0
90123,蘭花科創,-172000,-0.020000000000000018
90125,鐵龍物流,-826673,-0.06000000000000005
90132,重慶啤酒,0,0.0
90135,樂凱膠片,0,0.0
90138,中青旅,-360179,-0.04999999999999982
90141,興發集團,693160,0.10999999999999999
90143,金發科技,-437700,-0.010000000000000009
90150,*ST船舶,0,0.0
90153,建發股份,-521322,-0.019999999999999907
90155,華創陽安,-80000,-0.010000000000000009
90157,永泰能源,0,0.0
90158,中體產業,180000,0.020000000000000018
90160,巨化股份,0,0.0
90161,天壇生物,-65890,-0.010000000000000009
90162,香江控股,-262150,-0.020000000000000018
90166,福田汽車,-426300,0.0
90167,聯美控股,-2300,0.0
90168,武漢控股,0,0.0
90169,太原重工,0,0.0
90170,上海建工,-4700,0.0
90171,上海貝嶺,121900,0.020000000000000018
90172,黃河旋風,108600,0.010000000000000009
90173,臥龍地產,0,0.0
90175,美都能源,0,0.0
90176,中國巨石,1836079,0.04999999999999982
90177,雅戈爾,-98800,0.0
90180,瑞茂通,480,0.0
90183,生益科技,129297,0.010000000000000009
90185,格力地產,-348523,-0.009999999999999953
90188,兗州煤業,203951,0.010000000000000009
90190,錦州港,0,0.0
90195,中牧股份,-2000,0.0
90196,復星醫藥,332950,0.010000000000000009
90197,伊力特,-196700,-0.04999999999999999
90200,江蘇吳中,-174200,-0.030000000000000027
90201,生物股份,-1166826,-0.10000000000000009
90206,有研新材,8500,0.009999999999999981
90208,新湖中寶,-257503,-0.010000000000000009
90210,紫江企業,84951,0.010000000000000009
90216,浙江醫藥,274550,0.030000000000000027
90218,全柴動力,0,0.0
90219,南山鋁業,568800,0.010000000000000009
90221,海航控股,0,0.0
90226,瀚葉股份,0,0.0
90230,滄州大化,52631,0.010000000000000002
90231,凌鋼股份,61900,0.0
90233,圓通速遞,-283,0.0
90236,桂冠電力,-3104,0.0
90238,*ST椰島,0,0.0
90239,雲南城投,-187562,-0.009999999999999981
